
-------------------------------------------------------------
-------------- Model input ----------------------------------
-------------------------------------------------------------

Model parameters:

+-------------+----------+
| Parameter   |    Value |
|-------------+----------|
| w [m]       |      0.3 |
| h [m]       |      0.1 |
| a [m]       |     0.05 |
| b [m]       |    0.025 |
| E [Pa]      | 2.08e+11 |
| v [-]       |      0.5 |
| t [-]       |     0.01 |
+-------------+----------+

Model boundary conditions:

+----------+----------------+
|   Marker |   Displacement |
|----------+----------------|
|       80 |              0 |
+----------+----------------+

Loads:

+----------+-----------+------------+
|   Marker |   qx[N/m] |   qy [N/m] |
|----------+-----------+------------|
|       50 |     1e+05 |          0 |
+----------+-----------+------------+

-------------------------------------------------------------
-------------- Results --------------------------------------
-------------------------------------------------------------

Model info:

+---------------------+------+
| Max element size:   | 0.05 |
| Dofs per node:      |    2 |
| Element type:       |    2 |
| Number of dofs:     |  406 |
| Number of elements: |  342 |
| Number of nodes:    |  203 |
+---------------------+------+

Summary of results:

+----------------------+-----------+------+
| Max displacement:    |  1.23e-05 | [m]  |
| Min displacement:    | -9.97e-07 | [m]  |
| Max reaction force:  |       528 | [N]  |
| Min reaction force:  | -1.36e+03 | [N]  |
| Sum reaction forces: |    -1e+04 | [N]  |
| Max vonMises:        |  1.86e+07 | [Pa] |
| Min vonMises:        |  6.01e+05 | [Pa] |
+----------------------+-----------+------+

Results per node:

+-----+-------+-------+-----------+------------+----------+-----------+-----------+-----------+
|   N |   dof |   dof |   x_coord |    y_coord |      a_x |       a_y |       R_x |       R_y |
|     |     x |     y |       [m] |        [m] |     [mm] |      [mm] |      [kN] |      [kN] |
|-----+-------+-------+-----------+------------+----------+-----------+-----------+-----------|
|  145 | 136 | 104 | 178 |    6.595 |   -0.955 |   -0.763 |   7.243 |  3.40e-05 | -2.04e-05 | -1.10e-05 |
|  146 | 102 |  98 | 165 |    6.954 |    0.525 |   -0.054 |   6.708 |  3.22e-05 | -1.42e-05 | -7.82e-07 |
|  147 |  84 |  90 | 137 |   10.372 |    0.072 |   -0.038 |  10.337 |  4.97e-05 | -2.46e-05 | -5.52e-07 |
|  148 |  84 |  87 |  90 |    9.627 |   -0.669 |    0.302 |   9.992 |  4.79e-05 | -2.64e-05 |  4.36e-06 |
|  149 | 121 | 123 | 163 |    6.831 |   -0.248 |   -0.005 |   6.958 |  3.34e-05 | -1.76e-05 | -7.41e-08 |
|  150 | 115 | 116 | 117 |    7.224 |   -1.020 |    0.411 |   7.817 |  3.72e-05 | -2.23e-05 |  5.92e-06 |
|  151 |  16 |  65 | 160 |    6.281 |    0.123 |    0.282 |   6.240 |  2.99e-05 | -1.45e-05 |  4.06e-06 |
|  152 |  93 |  92 |  94 |    8.144 |   -0.978 |    0.201 |   8.682 |  4.15e-05 | -2.43e-05 |  2.90e-06 |
|  153 | 145 | 101 | 195 |    4.685 |    2.152 |   -2.750 |   6.260 |  1.74e-05 | -9.16e-07 | -3.97e-05 |
|  154 |   5 |  25 | 198 |    0.074 |    1.094 |   -0.213 |   1.121 | -2.27e-06 |  5.08e-06 | -3.07e-06 |
|  155 |  78 | 143 | 144 |    5.953 |   -0.512 |    1.798 |   6.960 |  2.98e-05 | -1.68e-05 |  2.59e-05 |
|  156 | 122 | 118 | 162 |    6.979 |   -0.662 |   -0.131 |   7.336 |  3.51e-05 | -2.00e-05 | -1.89e-06 |
|  157 | 113 | 115 | 130 |    7.966 |   -0.693 |    1.084 |   8.543 |  4.00e-05 | -2.25e-05 |  1.56e-05 |
|  158 |  34 |  63 | 148 |    6.661 |   -0.106 |   -0.015 |   6.715 |  3.23e-05 | -1.65e-05 | -2.14e-07 |
|  159 |  59 |  64 | 150 |    5.757 |    1.607 |   -0.241 |   5.162 |  2.38e-05 | -6.12e-06 | -3.48e-06 |
|  160 | 115 | 114 | 116 |    7.967 |   -0.941 |    0.405 |   8.506 |  4.06e-05 | -2.37e-05 |  5.84e-06 |
|  161 |  36 |  99 | 149 |    6.664 |   -0.058 |    0.019 |   6.694 |  3.22e-05 | -1.63e-05 |  2.69e-07 |
|  162 |  61 | 100 | 147 |    5.851 |    1.733 |    0.684 |   5.338 |  2.40e-05 | -5.73e-06 |  9.86e-06 |
|  163 |  63 |  35 | 149 |    6.658 |   -0.120 |    0.013 |   6.719 |  3.23e-05 | -1.66e-05 |  1.90e-07 |
|  164 |  64 |  60 | 147 |    5.853 |    1.778 |    0.264 |   5.217 |  2.39e-05 | -5.52e-06 |  3.81e-06 |
|  165 | 123 | 125 | 158 |    6.606 |   -0.294 |   -0.148 |   6.762 |  3.25e-05 | -1.73e-05 | -2.13e-06 |
|  166 | 131 |  83 | 137 |   11.077 |    1.804 |   -0.096 |  10.296 |  4.89e-05 | -1.80e-05 | -1.38e-06 |
|  167 |  73 |  10 |  74 |   10.889 |    3.033 |   -2.203 |  10.455 |  4.51e-05 | -1.16e-05 | -3.18e-05 |
|  168 |  66 | 130 | 180 |    6.728 |   -0.368 |    0.812 |   7.061 |  3.32e-05 | -1.79e-05 |  1.17e-05 |
|  169 |  91 |  92 |  93 |    7.927 |   -1.375 |    0.366 |   8.720 |  4.14e-05 | -2.57e-05 |  5.28e-06 |
|  170 |  43 |  85 | 169 |    5.285 |    0.247 |    1.064 |   5.485 |  2.48e-05 | -1.15e-05 |  1.53e-05 |
|  171 | 122 | 162 | 175 |    7.160 |   -0.317 |   -0.268 |   7.339 |  3.52e-05 | -1.87e-05 | -3.86e-06 |
|  172 | 140 | 103 | 197 |   12.908 |    1.777 |   -0.071 |  12.119 |  5.78e-05 | -2.25e-05 | -1.02e-06 |
|  173 |  95 | 107 | 156 |    6.827 |   -0.788 |    0.397 |   7.285 |  3.47e-05 | -2.02e-05 |  5.72e-06 |
|  174 |  91 |  87 |  92 |    8.875 |   -1.343 |    0.285 |   9.629 |  4.59e-05 | -2.78e-05 |  4.11e-06 |
|  175 | 119 | 132 | 152 |    8.166 |   -0.658 |   -0.978 |   8.681 |  4.08e-05 | -2.28e-05 | -1.41e-05 |
|  176 |  76 | 105 | 110 |   10.489 |    1.023 |    0.642 |  10.078 |  4.80e-05 | -2.03e-05 |  9.25e-06 |
|  177 | 137 |  90 | 166 |   10.193 |    0.371 |    1.121 |  10.199 |  4.81e-05 | -2.27e-05 |  1.62e-05 |
|  178 | 113 | 114 | 115 |    7.701 |   -1.296 |    0.545 |   8.477 |  4.01e-05 | -2.47e-05 |  7.86e-06 |
|  179 |  90 |  87 |  91 |    9.566 |   -0.969 |    0.195 |  10.091 |  4.83e-05 | -2.77e-05 |  2.81e-06 |
|  180 |  20 |   3 | 143 |    6.304 |    3.714 |    4.061 |   8.921 |  2.14e-05 |  2.70e-06 |  5.86e-05 |
|  181 |  83 |  74 |  84 |   10.525 |    0.726 |   -0.838 |  10.285 |  4.89e-05 | -2.18e-05 | -1.21e-05 |
|  182 | 113 | 112 | 114 |    8.861 |   -1.119 |    0.537 |   9.516 |  4.53e-05 | -2.67e-05 |  7.74e-06 |
|  183 |  39 |  71 | 153 |    6.606 |    0.002 |    0.059 |   6.606 |  3.18e-05 | -1.59e-05 |  8.53e-07 |
|  184 |  14 |  72 | 154 |    6.600 |    0.044 |    0.088 |   6.579 |  3.16e-05 | -1.57e-05 |  1.27e-06 |
|  185 | 116 | 119 | 162 |    7.180 |   -1.103 |   -0.251 |   7.802 |  3.72e-05 | -2.26e-05 | -3.62e-06 |
|  186 |  80 |   4 |  88 |    9.544 |    0.979 |   -1.382 |   9.404 |  4.35e-05 | -1.82e-05 | -1.99e-05 |
|  187 |  83 |  84 | 137 |   10.707 |    1.142 |    0.301 |  10.198 |  4.87e-05 | -2.02e-05 |  4.35e-06 |
|  188 |  33 | 148 | 157 |    6.664 |   -0.064 |   -0.018 |   6.696 |  3.22e-05 | -1.63e-05 | -2.54e-07 |
|  189 |  68 | 133 | 184 |    5.482 |   -0.895 |   -0.975 |   6.214 |  2.85e-05 | -1.75e-05 | -1.41e-05 |
|  190 | 126 |  93 | 156 |    6.738 |   -1.396 |    0.816 |   7.665 |  3.57e-05 | -2.29e-05 |  1.18e-05 |
|  191 |  45 |   9 | 151 |    6.190 |    3.497 |    4.277 |   9.153 |  2.14e-05 |  1.93e-06 |  6.17e-05 |
|  192 |  58 | 150 | 159 |    5.826 |    1.705 |   -0.685 |   5.322 |  2.39e-05 | -5.81e-06 | -9.88e-06 |
|  193 | 146 |  67 | 178 |    6.968 |   -0.042 |   -1.306 |   7.346 |  3.36e-05 | -1.70e-05 | -1.88e-05 |
|  194 |  32 |  33 | 157 |    6.657 |   -0.007 |   -0.009 |   6.660 |  3.20e-05 | -1.60e-05 | -1.30e-07 |
|  195 |  57 |  58 | 159 |    6.706 |    3.353 |   -0.960 |   6.041 |  2.42e-05 |  0.00e+00 | -1.38e-05 |
|  196 | 104 | 136 | 190 |    7.547 |   -0.438 |   -0.418 |   7.809 |  3.73e-05 | -2.02e-05 | -6.02e-06 |
|  197 | 135 | 136 | 178 |    6.919 |   -0.022 |   -0.628 |   7.014 |  3.33e-05 | -1.67e-05 | -9.05e-06 |
|  198 |  84 |  86 |  87 |    9.956 |   -0.428 |   -0.751 |  10.260 |  4.89e-05 | -2.60e-05 | -1.08e-05 |
|  199 |  93 |  95 | 156 |    7.818 |   -0.466 |    0.483 |   8.105 |  3.87e-05 | -2.10e-05 |  6.97e-06 |
|  200 |  84 |  74 |  86 |    9.512 |   -0.070 |   -0.512 |   9.589 |  4.59e-05 | -2.32e-05 | -7.39e-06 |
|  201 | 111 | 112 | 113 |    8.812 |   -1.090 |    0.523 |   9.448 |  4.50e-05 | -2.64e-05 |  7.54e-06 |
|  202 |  99 | 153 | 170 |    6.655 |   -0.059 |    0.049 |   6.685 |  3.21e-05 | -1.63e-05 |  7.10e-07 |
|  203 |  10 |  49 | 101 |    6.289 |    3.837 |   -4.038 |   8.891 |  2.10e-05 |  3.33e-06 | -5.82e-05 |
|  204 |  15 |  16 | 160 |    5.555 |   -0.262 |    0.151 |   5.696 |  2.73e-05 | -1.46e-05 |  2.18e-06 |
|  205 |  50 | 145 | 195 |    1.543 |   -0.171 |   -0.552 |   1.894 |  7.83e-06 | -4.53e-06 | -7.97e-06 |
|  206 |  76 | 110 | 111 |   10.164 |    0.205 |    0.393 |  10.086 |  4.84e-05 | -2.34e-05 |  5.66e-06 |
|  207 | 111 | 110 | 112 |   10.087 |   -0.506 |    0.602 |  10.401 |  4.97e-05 | -2.67e-05 |  8.68e-06 |
|  208 |  80 |  88 |  89 |   10.002 |    0.183 |   -1.718 |  10.349 |  4.76e-05 | -2.32e-05 | -2.48e-05 |
|  209 | 102 | 192 | 196 |    6.901 |    1.247 |    0.284 |   6.389 |  3.02e-05 | -1.06e-05 |  4.10e-06 |
|  210 |  86 | 146 | 168 |    9.049 |   -0.785 |   -1.053 |   9.640 |  4.54e-05 | -2.55e-05 | -1.52e-05 |
|  211 |  19 |   2 | 193 |    0.085 |    0.596 |    0.206 |   0.662 | -1.02e-06 |  2.66e-06 |  2.97e-06 |
|  212 |  44 |   8 | 194 |    0.114 |    0.549 |    0.191 |   0.601 | -7.71e-07 |  2.36e-06 |  2.76e-06 |
|  213 |  29 |  30 | 161 |    6.448 |   -0.121 |   -0.109 |   6.513 |  3.13e-05 | -1.61e-05 | -1.58e-06 |
|  214 |  70 |  54 | 189 |    6.272 |    0.034 |   -0.131 |   6.260 |  3.01e-05 | -1.49e-05 | -1.89e-06 |
|  215 |  55 |  82 | 189 |    6.340 |   -0.042 |   -0.022 |   6.361 |  3.06e-05 | -1.54e-05 | -3.24e-07 |
|  216 |  89 |  88 | 127 |    7.324 |   -0.903 |   -1.490 |   8.230 |  3.74e-05 | -2.19e-05 | -2.15e-05 |
|  217 |  11 |  50 | 195 |    0.082 |    0.578 |   -0.207 |   0.649 | -9.93e-07 |  2.58e-06 | -2.98e-06 |
|  218 | 118 | 116 | 162 |    7.394 |   -0.611 |   -0.081 |   7.719 |  3.70e-05 | -2.07e-05 | -1.17e-06 |
|  219 |  90 | 144 | 166 |    9.855 |   -0.316 |    0.961 |  10.154 |  4.81e-05 | -2.52e-05 |  1.39e-05 |
|  220 | 124 | 121 | 163 |    6.782 |   -0.267 |    0.077 |   6.920 |  3.32e-05 | -1.76e-05 |  1.12e-06 |
|  221 | 100 | 154 | 196 |    6.544 |    0.808 |    0.811 |   6.337 |  2.95e-05 | -1.18e-05 |  1.17e-05 |
|  222 | 155 | 102 | 196 |    6.762 |    0.424 |    0.408 |   6.598 |  3.15e-05 | -1.42e-05 |  5.88e-06 |
|  223 | 154 |  72 | 155 |    6.698 |    0.380 |    0.387 |   6.550 |  3.13e-05 | -1.43e-05 |  5.58e-06 |
|  224 |  71 |  40 | 181 |    6.401 |    0.025 |    0.146 |   6.393 |  3.07e-05 | -1.53e-05 |  2.10e-06 |
|  225 |  66 |  42 | 169 |    5.469 |    0.077 |    0.474 |   5.492 |  2.61e-05 | -1.28e-05 |  6.84e-06 |
|  226 | 134 |  69 | 175 |    6.915 |   -0.144 |   -0.445 |   7.030 |  3.36e-05 | -1.73e-05 | -6.42e-06 |
|  227 | 157 | 148 | 158 |    6.660 |   -0.066 |   -0.042 |   6.694 |  3.22e-05 | -1.63e-05 | -6.08e-07 |
|  228 | 162 | 134 | 175 |    6.576 |   -0.949 |   -0.479 |   7.146 |  3.39e-05 | -2.04e-05 | -6.91e-06 |
|  229 |  70 | 128 | 203 |    6.629 |   -0.245 |   -0.328 |   6.779 |  3.25e-05 | -1.71e-05 | -4.73e-06 |
|  230 | 152 |  68 | 184 |    6.693 |   -0.795 |   -1.267 |   7.454 |  3.41e-05 | -1.99e-05 | -1.83e-05 |
|  231 | 131 |  77 | 197 |   11.866 |    1.389 |    0.868 |  11.336 |  5.37e-05 | -2.18e-05 |  1.25e-05 |
|  232 |  78 |  19 | 193 |    1.543 |   -0.178 |    0.571 |   1.914 |  7.85e-06 | -4.57e-06 |  8.23e-06 |
|  233 |  97 | 102 | 176 |    7.031 |    0.037 |    0.194 |   7.021 |  3.37e-05 | -1.67e-05 |  2.80e-06 |
|  234 |  41 |  66 | 181 |    6.359 |    0.094 |    0.334 |   6.339 |  3.03e-05 | -1.48e-05 |  4.81e-06 |
|  235 | 127 |  88 | 164 |    8.112 |    0.368 |   -2.208 |   8.808 |  3.81e-05 | -1.77e-05 | -3.18e-05 |
|  236 | 140 | 139 | 172 |   12.025 |    0.618 |   -0.425 |  11.752 |  5.63e-05 | -2.59e-05 | -6.13e-06 |
|  237 | 104 |  92 | 168 |    8.281 |   -1.305 |   -0.460 |   9.040 |  4.30e-05 | -2.62e-05 | -6.64e-06 |
|  238 | 143 |  78 | 193 |    4.622 |    2.241 |    2.769 |   6.247 |  1.68e-05 | -3.38e-07 |  3.99e-05 |
|  239 |  21 |  77 | 177 |   12.642 |   -0.406 |    1.306 |  13.047 |  6.18e-05 | -3.23e-05 |  1.88e-05 |
|  240 | 108 |  96 | 190 |    7.097 |   -0.485 |   -0.241 |   7.363 |  3.53e-05 | -1.94e-05 | -3.47e-06 |
|  241 | 155 |  72 | 176 |    6.686 |   -0.099 |    0.276 |   6.753 |  3.24e-05 | -1.65e-05 |  3.98e-06 |
|  242 |  98 | 109 | 165 |    6.842 |    0.340 |   -0.126 |   6.682 |  3.21e-05 | -1.48e-05 | -1.81e-06 |
|  243 | 119 | 152 | 184 |    7.288 |   -0.746 |   -0.821 |   7.818 |  3.68e-05 | -2.11e-05 | -1.18e-05 |
|  244 | 106 | 141 | 171 |   12.566 |    0.718 |    0.221 |  12.228 |  5.87e-05 | -2.68e-05 |  3.19e-06 |
|  245 |  81 | 157 | 158 |    6.655 |   -0.088 |   -0.044 |   6.700 |  3.22e-05 | -1.64e-05 | -6.38e-07 |
|  246 | 138 | 103 | 171 |   12.609 |    0.798 |   -0.296 |  12.241 |  5.87e-05 | -2.65e-05 | -4.26e-06 |
|  247 | 154 | 155 | 196 |    6.759 |    0.616 |    0.312 |   6.496 |  3.10e-05 | -1.33e-05 |  4.50e-06 |
|  248 | 113 | 130 | 167 |    6.863 |   -1.197 |    1.200 |   7.814 |  3.59e-05 | -2.23e-05 |  1.73e-05 |
|  249 |   7 |  38 | 185 |    6.671 |   -0.010 |   -0.001 |   6.676 |  3.21e-05 | -1.61e-05 | -1.46e-08 |
|  250 |   1 |  13 | 186 |    8.443 |    1.800 |    1.594 |   8.182 |  3.63e-05 | -1.16e-05 |  2.30e-05 |
|  251 |  85 |  44 | 194 |    1.811 |   -0.120 |    0.626 |   2.165 |  8.99e-06 | -4.93e-06 |  9.03e-06 |
|  252 | 102 | 155 | 176 |    6.925 |    0.521 |    0.270 |   6.696 |  3.20e-05 | -1.41e-05 |  3.89e-06 |
|  253 |  31 |   6 | 187 |    6.666 |   -0.017 |   -0.003 |   6.675 |  3.21e-05 | -1.61e-05 | -4.69e-08 |
|  254 |  56 |  12 | 188 |    8.496 |    1.888 |   -1.579 |   8.197 |  3.63e-05 | -1.13e-05 | -2.28e-05 |
|  255 |  94 | 104 | 190 |    7.218 |   -1.123 |   -0.403 |   7.871 |  3.74e-05 | -2.27e-05 | -5.81e-06 |
|  256 | 117 | 129 | 180 |    6.558 |   -0.719 |    0.544 |   7.009 |  3.33e-05 | -1.92e-05 |  7.84e-06 |
|  257 | 151 |  85 | 194 |    4.779 |    2.359 |    2.714 |   6.263 |  1.73e-05 | -1.48e-07 |  3.91e-05 |
|  258 |  37 |   7 | 185 |    6.659 |    0.006 |   -0.001 |   6.656 |  3.20e-05 | -1.60e-05 | -1.47e-08 |
|  259 |  62 |   1 | 186 |    7.243 |    3.622 |    1.537 |   6.815 |  2.61e-05 |  0.00e+00 |  2.22e-05 |
|  260 |   6 |  32 | 187 |    6.665 |    0.006 |    0.000 |   6.662 |  3.20e-05 | -1.60e-05 |  3.34e-09 |
|  261 |  12 |  57 | 188 |    7.267 |    3.633 |   -1.552 |   6.843 |  2.62e-05 |  0.00e+00 | -2.24e-05 |
|  262 |  87 |  86 | 168 |    8.587 |   -1.126 |   -0.539 |   9.249 |  4.40e-05 | -2.61e-05 | -7.77e-06 |
|  263 | 130 | 115 | 180 |    6.470 |   -1.164 |    0.989 |   7.327 |  3.39e-05 | -2.12e-05 |  1.43e-05 |
|  264 | 158 | 148 | 183 |    6.647 |   -0.173 |   -0.055 |   6.736 |  3.24e-05 | -1.68e-05 | -7.97e-07 |
|  265 |   4 |  24 | 201 |    4.440 |    3.781 |   -3.557 |   7.428 |  1.23e-05 |  7.50e-06 | -5.13e-05 |
|  266 | 144 | 143 | 166 |    8.276 |   -0.275 |    2.542 |   9.498 |  4.04e-05 | -2.12e-05 |  3.67e-05 |
|  267 |   9 |  76 | 202 |    9.233 |    0.915 |    1.322 |   9.104 |  4.22e-05 | -1.78e-05 |  1.91e-05 |
|  268 | 123 | 158 | 183 |    6.787 |   -0.092 |   -0.082 |   6.835 |  3.29e-05 | -1.68e-05 | -1.19e-06 |
|  269 | 143 |   3 | 166 |    9.493 |    0.732 |    1.874 |   9.708 |  4.39e-05 | -1.93e-05 |  2.70e-05 |
|  270 |   2 |  20 | 193 |    1.026 |   -0.047 |    0.330 |   1.195 |  5.04e-06 | -2.69e-06 |  4.76e-06 |
|  271 | 146 |  86 | 174 |    6.880 |   -1.382 |   -1.783 |   8.264 |  3.64e-05 | -2.32e-05 | -2.57e-05 |
|  272 |  38 | 153 | 185 |    6.654 |    0.004 |    0.010 |   6.652 |  3.20e-05 | -1.60e-05 |  1.48e-07 |
|  273 |  13 | 154 | 186 |    6.734 |   -0.395 |    0.611 |   7.020 |  3.33e-05 | -1.81e-05 |  8.81e-06 |
|  274 | 101 | 145 | 174 |    6.152 |   -0.555 |   -1.603 |   7.020 |  3.09e-05 | -1.75e-05 | -2.31e-05 |
|  275 |   8 |  45 | 194 |    1.078 |    0.020 |    0.385 |   1.260 |  5.14e-06 | -2.50e-06 |  5.56e-06 |
|  276 |  49 |  11 | 195 |    1.023 |   -0.045 |   -0.321 |   1.184 |  5.02e-06 | -2.67e-06 | -4.63e-06 |
|  277 | 170 | 153 | 179 |    6.622 |   -0.052 |    0.097 |   6.651 |  3.20e-05 | -1.62e-05 |  1.40e-06 |
|  278 |  82 | 159 | 173 |    6.511 |    0.608 |   -0.758 |   6.366 |  2.98e-05 | -1.27e-05 | -1.09e-05 |
|  279 |  88 |   4 | 201 |    9.979 |    1.796 |   -3.021 |  10.595 |  4.37e-05 | -1.54e-05 | -4.36e-05 |
|  280 | 120 | 124 | 200 |    6.857 |   -0.161 |    0.237 |   6.951 |  3.34e-05 | -1.73e-05 |  3.42e-06 |
|  281 | 151 |   9 | 202 |    9.526 |    0.347 |    1.971 |   9.961 |  4.50e-05 | -2.12e-05 |  2.84e-05 |
|  282 | 153 |  99 | 185 |    6.618 |   -0.037 |    0.035 |   6.637 |  3.19e-05 | -1.61e-05 |  5.11e-07 |
|  283 | 154 | 100 | 186 |    7.321 |    2.011 |    1.074 |   6.810 |  3.04e-05 | -7.93e-06 |  1.55e-05 |
|  284 | 145 | 146 | 174 |    7.564 |   -0.014 |   -1.819 |   8.201 |  3.64e-05 | -1.83e-05 | -2.62e-05 |
|  285 |  81 |  31 | 187 |    6.666 |    0.007 |   -0.016 |   6.663 |  3.20e-05 | -1.60e-05 | -2.26e-07 |
|  286 |  82 |  56 | 188 |    6.525 |   -0.512 |   -0.502 |   6.851 |  3.26e-05 | -1.81e-05 | -7.24e-06 |
|  287 | 102 | 165 | 192 |    6.747 |    0.967 |    0.247 |   6.333 |  3.01e-05 | -1.16e-05 |  3.56e-06 |
|  288 | 111 | 113 | 167 |    8.893 |   -0.755 |    1.507 |   9.653 |  4.46e-05 | -2.50e-05 |  2.17e-05 |
|  289 |  67 | 135 | 178 |    5.244 |   -0.847 |   -0.962 |   5.953 |  2.72e-05 | -1.67e-05 | -1.39e-05 |
|  290 | 163 | 123 | 183 |    6.717 |   -0.199 |   -0.045 |   6.819 |  3.28e-05 | -1.71e-05 | -6.49e-07 |
|  291 |  42 |  43 | 169 |    3.696 |   -0.514 |    0.752 |   4.185 |  1.90e-05 | -1.14e-05 |  1.08e-05 |
|  292 | 133 | 134 | 184 |    7.045 |    0.020 |   -0.717 |   7.144 |  3.38e-05 | -1.68e-05 | -1.03e-05 |
|  293 | 128 | 108 | 203 |    6.702 |   -0.169 |   -0.290 |   6.806 |  3.26e-05 | -1.69e-05 | -4.18e-06 |
|  294 |  92 |  87 | 168 |    9.059 |   -1.132 |   -0.533 |   9.719 |  4.63e-05 | -2.72e-05 | -7.69e-06 |
|  295 | 141 | 138 | 171 |   13.806 |    1.467 |   -0.050 |  13.134 |  6.28e-05 | -2.61e-05 | -7.19e-07 |
|  296 | 139 |  79 | 172 |   14.050 |    2.756 |   -1.137 |  13.045 |  6.09e-05 | -2.05e-05 | -1.64e-05 |
|  297 |   3 |  21 | 177 |   19.412 |    3.741 |    3.022 |  18.590 |  8.43e-05 | -2.87e-05 |  4.36e-05 |
|  298 | 142 |  78 | 191 |    4.445 |   -0.963 |    1.489 |   5.624 |  2.37e-05 | -1.53e-05 |  2.15e-05 |
|  299 | 107 |  97 | 176 |    6.805 |   -0.290 |    0.355 |   6.982 |  3.34e-05 | -1.78e-05 |  5.12e-06 |
|  300 | 103 | 131 | 197 |   12.366 |    2.095 |    0.547 |  11.502 |  5.44e-05 | -1.97e-05 |  7.90e-06 |
|  301 | 125 | 122 | 175 |    6.636 |   -0.493 |   -0.261 |   6.911 |  3.31e-05 | -1.83e-05 | -3.76e-06 |
|  302 | 129 | 120 | 200 |    6.526 |   -0.473 |    0.360 |   6.804 |  3.25e-05 | -1.80e-05 |  5.19e-06 |
|  303 |  40 |  41 | 181 |    6.049 |   -0.200 |    0.233 |   6.165 |  2.96e-05 | -1.55e-05 |  3.36e-06 |
|  304 | 172 |  79 | 182 |   11.356 |    2.685 |   -0.740 |  10.360 |  4.81e-05 | -1.44e-05 | -1.07e-05 |
|  305 | 136 |  70 | 203 |    6.991 |   -0.074 |   -0.307 |   7.048 |  3.38e-05 | -1.72e-05 | -4.43e-06 |
|  306 | 149 |  99 | 170 |    6.662 |   -0.061 |    0.047 |   6.692 |  3.22e-05 | -1.63e-05 |  6.74e-07 |
|  307 |  54 |  55 | 189 |    5.756 |    0.027 |   -0.072 |   5.744 |  2.76e-05 | -1.37e-05 | -1.04e-06 |
|  308 |  96 |  94 | 190 |    7.594 |   -0.564 |   -0.216 |   7.900 |  3.79e-05 | -2.10e-05 | -3.11e-06 |
|  309 | 111 | 167 | 202 |    8.540 |   -0.581 |    1.308 |   9.131 |  4.25e-05 | -2.33e-05 |  1.89e-05 |
|  310 | 115 | 117 | 180 |    7.536 |   -0.360 |    0.703 |   7.817 |  3.71e-05 | -1.98e-05 |  1.01e-05 |
|  311 | 126 | 142 | 191 |    7.406 |    0.132 |    1.194 |   7.627 |  3.53e-05 | -1.72e-05 |  1.72e-05 |
|  312 |  77 | 140 | 197 |   12.455 |    1.240 |    0.229 |  11.891 |  5.69e-05 | -2.40e-05 |  3.30e-06 |
|  313 |  79 |  80 | 182 |   11.066 |    1.802 |   -0.537 |  10.326 |  4.89e-05 | -1.79e-05 | -7.74e-06 |
|  314 | 159 | 150 | 173 |    6.971 |    2.278 |   -0.665 |   6.263 |  2.80e-05 | -5.80e-06 | -9.59e-06 |
|  315 |  99 |  37 | 185 |    6.667 |   -0.005 |    0.008 |   6.669 |  3.21e-05 | -1.60e-05 |  1.21e-07 |
|  316 | 100 |  62 | 186 |    5.931 |    1.296 |    1.192 |   5.782 |  2.54e-05 | -8.03e-06 |  1.72e-05 |
|  317 | 157 |  81 | 187 |    6.628 |   -0.043 |   -0.034 |   6.650 |  3.20e-05 | -1.61e-05 | -4.93e-07 |
|  318 | 159 |  82 | 188 |    7.395 |    2.017 |   -1.069 |   6.875 |  3.07e-05 | -8.08e-06 | -1.54e-05 |
|  319 | 148 |  63 | 183 |    6.738 |   -0.069 |   -0.023 |   6.773 |  3.26e-05 | -1.65e-05 | -3.38e-07 |
|  320 | 153 |  71 | 179 |    6.535 |   -0.149 |    0.128 |   6.614 |  3.18e-05 | -1.64e-05 |  1.85e-06 |
|  321 |  64 | 147 | 192 |    6.853 |    2.280 |    0.235 |   6.058 |  2.75e-05 | -5.51e-06 |  3.38e-06 |
|  322 | 182 |  80 | 199 |   10.841 |    1.156 |   -0.713 |  10.386 |  4.93e-05 | -2.05e-05 | -1.03e-05 |
|  323 |  24 |   5 | 198 |    0.274 |   -0.702 |   -0.043 |   0.875 |  3.00e-06 | -4.03e-06 | -6.19e-07 |
|  324 | 165 |  64 | 192 |    6.308 |    1.107 |   -0.059 |   5.834 |  2.77e-05 | -9.84e-06 | -8.51e-07 |
|  325 |  63 | 163 | 183 |    6.674 |   -0.173 |    0.001 |   6.762 |  3.25e-05 | -1.69e-05 |  1.04e-08 |
|  326 |  80 |  89 | 199 |    9.959 |    0.280 |   -0.361 |   9.842 |  4.72e-05 | -2.26e-05 | -5.21e-06 |
|  327 | 147 | 100 | 196 |    6.786 |    2.196 |    0.705 |   6.121 |  2.73e-05 | -5.76e-06 |  1.02e-05 |
|  328 | 192 | 147 | 196 |    6.212 |    0.909 |    0.459 |   5.865 |  2.77e-05 | -1.06e-05 |  6.62e-06 |
|  329 |  78 | 144 | 191 |    7.131 |    0.014 |    1.952 |   7.885 |  3.42e-05 | -1.71e-05 |  2.81e-05 |
|  330 |  32 | 157 | 187 |    6.665 |   -0.014 |   -0.005 |   6.672 |  3.21e-05 | -1.61e-05 | -7.21e-08 |
|  331 |  57 | 159 | 188 |    5.923 |    1.261 |   -1.197 |   5.788 |  2.54e-05 | -8.18e-06 | -1.73e-05 |
