
    -------------------------------------------------------------
    -------------- Model input ----------------------------------
    -------------------------------------------------------------

    Model parameters:

    +---------------+---------+
    | Parameter     |   Value |
    |---------------+---------|
    | w [m]         |     100 |
    | h [m]         |      10 |
    | d [m]         |       5 |
    | t [m]         |     0.5 |
    | thickness [m] |       1 |
    | kx [m/day]    |      20 |
    | ky [m/day]    |      20 |
    +---------------+---------+

    Model boundary conditions:

    +----------+--------------------+
    |   Marker |   Piezometric head |
    |----------+--------------------|
    |       10 |                 10 |
    |       20 |                  0 |
    +----------+--------------------+

    -------------------------------------------------------------
    -------------- Results --------------------------------------
    -------------------------------------------------------------

    Model info:

    +---------------------+-----+
    | Max element size:   |   2 |
    | Dofs per node:      |   1 |
    | Element type:       |   3 |
    | Number of dofs:     | 422 |
    | Number of elements: | 359 |
    | Number of nodes:    | 422 |
    +---------------------+-----+

    Summary of results:

    +------------------------+---------+---------+
    | Max piezometric head:  |  10.000 | [m]     |
    | Min piezometric head:  |   0.000 | [m]     |
    | Max boundary flow:     |  18.314 | [m/day] |
    | Min boundary flow:     | -18.443 | [m/day] |
    | Sum boundary flow:     |  -0.000 | [m/day] |
    | Max resulting gw flow: |  32.534 | [m/day] |
    | Min resulting gw flow: |   0.002 | [m/day] |
    +------------------------+---------+---------+

    Results per node:

    +-----+-------+-----------+------------+--------+-----------+
    |   N |   dof |   x_coord |    y_coord |   P.h. |      q BC |
    |     |       |       [m] |        [m] |    [m] |   [m/day] |
    |-----+-------+-----------+------------+--------+-----------|
    |  155 | 360 | 281 | 362 | 137 |     0.012 |    -0.034 |     0.048 | -0.001 |  0.002 |
    |  156 | 349 | 273 | 358 | 155 |     0.007 |    -0.021 |     0.030 | -0.000 |  0.001 |
    |  157 | 398 | 348 | 180 | 192 |     8.588 |    11.067 |    15.652 | -0.429 | -0.553 |
    |  158 | 393 | 143 | 401 | 261 |     0.294 |     0.764 |     1.081 | -0.015 | -0.038 |
    |  159 | 345 | 156 | 355 | 288 |     0.006 |     0.020 |     0.028 | -0.000 | -0.001 |
    |  160 | 312 | 361 | 280 | 311 |     0.030 |    -0.049 |     0.070 | -0.002 |  0.002 |
    |  161 | 283 | 282 | 156 | 345 |     0.005 |     0.016 |     0.023 | -0.000 | -0.001 |
    |  162 | 238 | 288 | 359 | 236 |     0.013 |     0.020 |     0.029 | -0.001 | -0.001 |
    |  163 |  86 | 215 | 422 | 151 |     1.056 |     8.163 |    11.544 | -0.053 | -0.408 |
    |  164 |  57 | 414 | 181 | 334 |     0.003 |     0.003 |     0.004 | -0.000 | -0.000 |
    |  165 | 280 | 281 | 360 | 271 |     0.023 |    -0.032 |     0.046 | -0.001 |  0.002 |
    |  166 | 230 | 231 | 336 | 229 |     1.750 |    -1.977 |     2.795 | -0.087 |  0.099 |
    |  167 | 333 | 212 | 210 | 208 |     3.456 |     2.243 |     3.171 | -0.173 | -0.112 |
    |  168 | 158 |  39 |  40 | 342 |     2.201 |     0.265 |     0.375 | -0.110 | -0.013 |
    |  169 | 219 | 211 | 210 | 218 |     2.233 |     1.945 |     2.750 | -0.112 | -0.097 |
    |  170 | 228 | 229 | 336 | 204 |     2.355 |    -2.862 |     4.048 | -0.118 |  0.143 |
    |  171 | 300 | 301 | 365 | 298 |     0.474 |    -0.644 |     0.911 | -0.024 |  0.032 |
    |  172 | 197 | 343 | 117 | 118 |     0.002 |    -0.016 |     0.022 | -0.000 |  0.001 |
    |  173 | 389 | 147 | 390 | 263 |     0.155 |     0.411 |     0.581 | -0.008 | -0.021 |
    |  174 | 295 | 162 | 344 | 305 |     1.421 |    -0.566 |     0.800 | -0.071 |  0.028 |
    |  175 | 171 | 249 | 251 | 353 |     0.177 |     0.081 |     0.115 | -0.009 | -0.004 |
    |  176 | 311 | 309 | 370 | 312 |     0.050 |    -0.069 |     0.097 | -0.003 |  0.003 |
    |  177 |  68 | 138 | 355 |  67 |     0.003 |     0.031 |     0.044 | -0.000 | -0.002 |
    |  178 | 237 | 292 | 371 | 240 |     0.027 |     0.037 |     0.053 | -0.001 | -0.002 |
    |  179 | 205 | 214 | 398 | 192 |     4.543 |     9.374 |    13.257 | -0.227 | -0.469 |
    |  180 | 359 | 138 | 363 | 292 |     0.013 |     0.035 |     0.049 | -0.001 | -0.002 |
    |  181 | 114 | 115 | 358 | 137 |     0.002 |    -0.031 |     0.044 | -0.000 |  0.002 |
    |  182 | 336 | 224 | 203 | 204 |     3.170 |    -2.398 |     3.392 | -0.159 |  0.120 |
    |  183 | 386 | 150 | 388 | 264 |     0.083 |     0.221 |     0.312 | -0.004 | -0.011 |
    |  184 | 211 | 209 | 208 | 210 |     2.661 |     2.797 |     3.956 | -0.133 | -0.140 |
    |  185 | 310 | 314 | 374 | 315 |     0.099 |    -0.119 |     0.168 | -0.005 |  0.006 |
    |  186 | 371 | 142 | 375 | 286 |     0.025 |     0.064 |     0.091 | -0.001 | -0.003 |
    |  187 | 378 | 145 | 381 | 265 |     0.045 |     0.119 |     0.168 | -0.002 | -0.006 |
    |  188 | 408 | 126 | 419 | 216 |    12.649 |   -12.641 |    17.877 | -0.632 |  0.632 |
    |  189 | 242 | 286 | 378 | 244 |     0.050 |     0.070 |     0.098 | -0.003 | -0.003 |
    |  190 | 343 | 197 | 391 | 278 |     0.002 |    -0.013 |     0.019 | -0.000 |  0.001 |
    |  191 | 361 | 141 | 113 | 362 |     0.012 |    -0.050 |     0.070 | -0.001 |  0.002 |
    |  192 |  70 | 142 | 363 |  69 |     0.006 |     0.056 |     0.079 | -0.000 | -0.003 |
    |  193 | 105 | 144 | 364 | 104 |     0.080 |    -0.706 |     0.999 | -0.004 |  0.035 |
    |  194 | 356 |  37 |  38 | 383 |     4.135 |     0.552 |     0.781 | -0.207 | -0.028 |
    |  195 | 331 | 351 | 219 | 221 |     1.239 |     1.602 |     2.266 | -0.062 | -0.080 |
    |  196 | 323 | 324 | 374 | 321 |     0.142 |    -0.186 |     0.263 | -0.007 |  0.009 |
    |  197 | 113 | 141 | 368 | 112 |     0.005 |    -0.062 |     0.088 | -0.000 |  0.003 |
    |  198 | 246 | 265 | 386 | 248 |     0.093 |     0.130 |     0.184 | -0.005 | -0.007 |
    |  199 | 230 | 229 | 404 | 134 |     1.068 |    -2.385 |     3.373 | -0.053 |  0.119 |
    |  200 | 107 | 148 | 369 | 106 |     0.042 |    -0.385 |     0.544 | -0.002 |  0.019 |
    |  201 | 204 | 203 | 195 | 202 |     3.753 |    -3.622 |     5.122 | -0.188 |  0.181 |
    |  202 | 272 | 349 | 278 | 275 |     0.007 |    -0.014 |     0.020 | -0.000 |  0.001 |
    |  203 | 111 | 146 | 373 | 110 |     0.013 |    -0.110 |     0.156 | -0.001 |  0.006 |
    |  204 | 216 | 186 | 185 | 177 |    12.140 |    -6.826 |     9.654 | -0.607 |  0.341 |
    |  205 | 331 | 330 | 131 | 351 |     0.770 |     1.969 |     2.785 | -0.038 | -0.098 |
    |  206 | 301 | 300 | 417 | 340 |     0.683 |    -0.888 |     1.256 | -0.034 |  0.044 |
    |  207 | 250 | 264 | 389 | 252 |     0.173 |     0.245 |     0.346 | -0.009 | -0.012 |
    |  208 |  72 | 145 | 375 |  71 |     0.011 |     0.102 |     0.145 | -0.001 | -0.005 |
    |  209 |  27 |  28 | 395 | 157 |     2.968 |    -0.533 |     0.754 | -0.148 |  0.027 |
    |  210 | 121 | 122 | 339 | 153 |     0.001 |    -0.010 |     0.013 | -0.000 |  0.000 |
    |  211 |  61 | 154 | 337 |  60 |     0.001 |     0.009 |     0.013 | -0.000 | -0.000 |
    |  212 | 254 | 263 | 393 | 256 |     0.325 |     0.461 |     0.652 | -0.016 | -0.023 |
    |  213 | 259 | 256 | 393 | 261 |     0.458 |     0.636 |     0.899 | -0.023 | -0.032 |
    |  214 | 109 | 149 | 380 | 108 |     0.023 |    -0.205 |     0.290 | -0.001 |  0.010 |
    |  215 | 208 | 207 | 354 | 333 |     4.522 |     3.472 |     4.910 | -0.226 | -0.174 |
    |  216 |  74 | 150 | 381 |  73 |     0.021 |     0.188 |     0.267 | -0.001 | -0.009 |
    |  217 |  60 | 337 | 181 |  59 |     0.001 |     0.007 |     0.010 | -0.000 | -0.000 |
    |  218 | 122 | 123 | 182 | 339 |     0.001 |    -0.007 |     0.010 | -0.000 |  0.000 |
    |  219 | 253 | 262 | 353 | 251 |     0.242 |     0.107 |     0.152 | -0.012 | -0.005 |
    |  220 | 227 | 341 | 195 | 203 |     4.823 |    -2.832 |     4.005 | -0.241 |  0.142 |
    |  221 | 156 |  66 |  67 | 355 |     0.003 |     0.024 |     0.034 | -0.000 | -0.001 |
    |  222 |  76 | 147 | 388 |  75 |     0.038 |     0.348 |     0.492 | -0.002 | -0.017 |
    |  223 | 275 | 277 | 399 | 276 |     0.006 |    -0.009 |     0.012 | -0.000 |  0.000 |
    |  224 |  78 | 143 | 390 |  77 |     0.073 |     0.643 |     0.909 | -0.004 | -0.032 |
    |  225 | 101 | 134 | 404 | 100 |     0.235 |    -2.330 |     3.296 | -0.012 |  0.117 |
    |  226 | 155 | 358 | 115 | 116 |     0.004 |    -0.025 |     0.035 | -0.000 |  0.001 |
    |  227 | 383 | 212 | 333 | 356 |     3.954 |     1.529 |     2.162 | -0.198 | -0.076 |
    |  228 |  80 | 139 | 401 |  79 |     0.141 |     1.190 |     1.684 | -0.007 | -0.060 |
    |  229 | 292 | 237 | 236 | 359 |     0.020 |     0.028 |     0.040 | -0.001 | -0.001 |
    |  230 | 273 | 270 | 271 | 360 |     0.016 |    -0.023 |     0.032 | -0.001 |  0.001 |
    |  231 | 230 | 134 | 332 | 402 |     0.730 |    -1.713 |     2.423 | -0.037 |  0.086 |
    |  232 | 129 |  36 |  37 | 356 |     5.675 |     0.707 |     1.000 | -0.284 | -0.035 |
    |  233 | 196 | 213 | 396 | 222 |     4.676 |   -11.520 |    16.291 | -0.234 |  0.576 |
    |  234 | 232 | 417 | 305 | 344 |     1.200 |    -0.948 |     1.341 | -0.060 |  0.047 |
    |  235 | 339 | 277 | 391 | 153 |     0.002 |    -0.010 |     0.014 | -0.000 |  0.000 |
    |  236 | 354 | 207 | 206 | 193 |     5.133 |     4.910 |     6.944 | -0.257 | -0.246 |
    |  237 | 137 | 362 | 113 | 114 |     0.007 |    -0.042 |     0.060 | -0.000 |  0.002 |
    |  238 | 162 | 294 | 409 | 344 |     1.813 |    -0.821 |     1.160 | -0.091 |  0.041 |
    |  239 | 138 |  68 |  69 | 363 |     0.005 |     0.042 |     0.060 | -0.000 | -0.002 |
    |  240 | 140 | 103 | 104 | 364 |     0.148 |    -0.947 |     1.339 | -0.007 |  0.047 |
    |  241 | 192 | 193 | 206 | 205 |     5.774 |     7.537 |    10.659 | -0.289 | -0.377 |
    |  242 | 180 | 191 | 193 | 192 |     7.464 |     6.861 |     9.703 | -0.373 | -0.343 |
    |  243 | 304 | 299 | 298 | 365 |     0.370 |    -0.484 |     0.684 | -0.019 |  0.024 |
    |  244 | 351 | 131 | 318 | 372 |     0.939 |     2.593 |     3.668 | -0.047 | -0.130 |
    |  245 | 195 | 201 | 387 | 202 |     3.409 |    -4.713 |     6.665 | -0.170 |  0.236 |
    |  246 | 315 | 370 | 309 | 310 |     0.062 |    -0.088 |     0.124 | -0.003 |  0.004 |
    |  247 | 146 | 111 | 112 | 368 |     0.011 |    -0.082 |     0.116 | -0.001 |  0.004 |
    |  248 | 320 | 321 | 374 | 314 |     0.142 |    -0.134 |     0.189 | -0.007 |  0.007 |
    |  249 | 291 | 290 | 400 | 338 |     0.007 |     0.010 |     0.014 | -0.000 | -0.000 |
    |  250 | 144 | 105 | 106 | 369 |     0.081 |    -0.517 |     0.731 | -0.004 |  0.026 |
    |  251 | 286 | 242 | 240 | 371 |     0.038 |     0.052 |     0.074 | -0.002 | -0.003 |
    |  252 | 195 | 189 | 188 | 194 |     5.822 |    -5.589 |     7.905 | -0.291 |  0.279 |
    |  253 | 227 | 132 | 397 | 341 |     6.216 |    -2.116 |     2.992 | -0.311 |  0.106 |
    |  254 | 149 | 109 | 110 | 373 |     0.025 |    -0.152 |     0.215 | -0.001 |  0.008 |
    |  255 | 195 | 194 | 382 | 201 |     4.128 |    -5.697 |     8.057 | -0.206 |  0.285 |
    |  256 |  63 | 412 |  62 |   3 |     0.000 |     0.012 |     0.017 | -0.000 | -0.001 |
    |  257 | 119 |   8 | 120 | 413 |     0.001 |    -0.012 |     0.017 | -0.000 |  0.001 |
    |  258 | 177 | 174 | 408 | 216 |    16.639 |   -11.715 |    16.568 | -0.832 |  0.586 |
    |  259 | 193 | 191 | 376 | 354 |     7.209 |     4.925 |     6.965 | -0.360 | -0.246 |
    |  260 | 351 | 372 | 211 | 219 |     1.681 |     2.276 |     3.219 | -0.084 | -0.114 |
    |  261 | 142 |  70 |  71 | 375 |     0.010 |     0.077 |     0.108 | -0.000 | -0.004 |
    |  262 | 232 | 344 | 409 | 231 |     1.561 |    -1.080 |     1.528 | -0.078 |  0.054 |
    |  263 | 219 | 220 | 377 | 221 |     1.557 |     1.171 |     1.656 | -0.078 | -0.059 |
    |  264 |  57 |   2 |  58 | 414 |     0.002 |     0.001 |     0.002 | -0.000 | -0.000 |
    |  265 |   9 | 415 | 124 |   1 |     0.002 |    -0.001 |     0.002 | -0.000 |  0.000 |
    |  266 | 265 | 246 | 244 | 378 |     0.070 |     0.097 |     0.138 | -0.004 | -0.005 |
    |  267 | 225 | 133 | 228 | 387 |     1.766 |    -3.985 |     5.636 | -0.088 |  0.199 |
    |  268 | 148 | 107 | 108 | 380 |     0.047 |    -0.278 |     0.393 | -0.002 |  0.014 |
    |  269 | 282 | 283 | 416 | 198 |     0.002 |     0.013 |     0.019 | -0.000 | -0.001 |
    |  270 | 275 | 278 | 391 | 277 |     0.005 |    -0.012 |     0.016 | -0.000 |  0.001 |
    |  271 |  39 | 158 | 383 |  38 |     2.988 |     0.357 |     0.505 | -0.149 | -0.018 |
    |  272 | 186 | 188 | 189 | 187 |     7.743 |    -6.250 |     8.839 | -0.387 |  0.312 |
    |  273 |  64 | 198 | 412 |  63 |     0.000 |     0.013 |     0.018 | -0.000 | -0.001 |
    |  274 | 118 | 119 | 413 | 197 |     0.000 |    -0.013 |     0.018 | -0.000 |  0.001 |
    |  275 | 354 | 376 | 233 | 129 |     7.224 |     3.035 |     4.291 | -0.361 | -0.152 |
    |  276 | 145 |  72 |  73 | 381 |     0.018 |     0.141 |     0.199 | -0.001 | -0.007 |
    |  277 |  34 | 366 | 183 | 350 |    12.275 |     1.349 |     1.908 | -0.614 | -0.067 |
    |  278 | 188 | 196 | 382 | 194 |     4.707 |    -7.639 |    10.803 | -0.235 |  0.382 |
    |  279 | 264 | 250 | 248 | 386 |     0.130 |     0.182 |     0.257 | -0.006 | -0.009 |
    |  280 | 372 | 318 | 130 | 385 |     1.283 |     3.429 |     4.849 | -0.064 | -0.171 |
    |  281 | 154 | 338 | 400 | 337 |     0.004 |     0.009 |     0.013 | -0.000 | -0.000 |
    |  282 |  90 | 357 | 199 |  89 |     0.092 |    13.171 |    18.626 | -0.005 | -0.659 |
    |  283 | 283 | 338 | 154 | 416 |     0.004 |     0.011 |     0.016 | -0.000 | -0.001 |
    |  284 | 394 | 406 | 206 | 207 |     3.540 |     5.193 |     7.345 | -0.177 | -0.260 |
    |  285 | 384 | 348 | 398 | 125 |    10.179 |    12.565 |    17.769 | -0.509 | -0.628 |
    |  286 | 415 | 335 | 399 | 182 |     0.005 |    -0.005 |     0.007 | -0.000 |  0.000 |
    |  287 | 406 | 394 | 130 | 226 |     1.756 |     5.074 |     7.176 | -0.088 | -0.254 |
    |  288 | 195 | 341 | 397 | 189 |     5.948 |    -4.206 |     5.948 | -0.297 |  0.210 |
    |  289 | 221 | 377 | 260 | 410 |     1.066 |     0.857 |     1.211 | -0.053 | -0.043 |
    |  290 | 209 | 385 | 130 | 394 |     1.854 |     3.810 |     5.388 | -0.093 | -0.191 |
    |  291 | 204 | 202 | 387 | 228 |     2.362 |    -3.697 |     5.228 | -0.118 |  0.185 |
    |  292 | 384 | 178 | 180 | 348 |    10.140 |    10.037 |    14.194 | -0.507 | -0.502 |
    |  293 |  92 |  93 | 200 | 379 |     0.593 |   -13.520 |    19.120 | -0.030 |  0.676 |
    |  294 | 376 | 191 | 180 | 190 |     8.910 |     5.883 |     8.320 | -0.446 | -0.294 |
    |  295 | 150 |  74 |  75 | 388 |     0.033 |     0.259 |     0.366 | -0.002 | -0.013 |
    |  296 | 258 | 259 | 410 | 260 |     0.791 |     0.644 |     0.911 | -0.040 | -0.032 |
    |  297 | 372 | 385 | 209 | 211 |     1.948 |     3.002 |     4.245 | -0.097 | -0.150 |
    |  298 | 263 | 254 | 252 | 389 |     0.242 |     0.340 |     0.481 | -0.012 | -0.017 |
    |  299 |  27 | 157 | 409 | 294 |     2.393 |    -0.519 |     0.735 | -0.120 |  0.026 |
    |  300 | 190 | 180 | 178 | 179 |    13.304 |     7.382 |    10.440 | -0.665 | -0.369 |
    |  301 | 127 | 334 | 400 | 290 |     0.007 |     0.006 |     0.009 | -0.000 | -0.000 |
    |  302 |  95 | 418 |  94 |   7 |    -0.227 |   -11.103 |    15.703 |  0.011 |  0.555 |
    |  303 | 408 | 174 | 173 | 135 |    24.030 |   -10.169 |    14.381 | -1.202 |  0.508 |
    |  304 |  87 |   4 |  88 | 420 |    -0.432 |    11.132 |    15.743 |  0.022 | -0.557 |
    |  305 | 128 | 276 | 399 | 335 |     0.009 |    -0.006 |     0.008 | -0.000 |  0.000 |
    |  306 | 147 |  76 |  77 | 390 |     0.059 |     0.476 |     0.673 | -0.003 | -0.024 |
    |  307 | 136 | 175 | 179 | 178 |    17.611 |     5.277 |     7.462 | -0.881 | -0.264 |
    |  308 | 411 | 331 | 221 | 410 |     0.874 |     1.156 |     1.635 | -0.044 | -0.058 |
    |  309 | 208 | 209 | 394 | 207 |     2.987 |     4.021 |     5.687 | -0.149 | -0.201 |
    |  310 | 214 | 205 | 422 | 215 |     3.380 |     8.938 |    12.640 | -0.169 | -0.447 |
    |  311 | 227 | 395 |  28 |  29 |     4.238 |    -0.720 |     1.019 | -0.212 |  0.036 |
    |  312 | 231 | 230 | 402 | 232 |     1.285 |    -1.521 |     2.151 | -0.064 |  0.076 |
    |  313 | 143 |  78 |  79 | 401 |     0.110 |     0.878 |     1.241 | -0.005 | -0.044 |
    |  314 |   5 | 136 | 178 | 384 |    19.997 |    16.792 |    23.748 | -1.000 | -0.840 |
    |  315 | 133 |  99 | 100 | 404 |     0.509 |    -3.092 |     4.373 | -0.025 |  0.155 |
    |  316 | 330 | 331 | 411 | 139 |     0.572 |     1.414 |     2.000 | -0.029 | -0.071 |
    |  317 | 296 | 305 | 417 | 300 |     0.877 |    -0.677 |     0.957 | -0.044 |  0.034 |
    |  318 | 416 | 346 | 412 | 198 |     0.002 |     0.012 |     0.017 | -0.000 | -0.001 |
    |  319 | 391 | 197 | 413 | 347 |     0.002 |    -0.013 |     0.018 | -0.000 |  0.001 |
    |  320 | 185 | 184 | 176 | 177 |    14.519 |    -4.210 |     5.954 | -0.726 |  0.210 |
    |  321 | 212 | 407 | 218 | 210 |     2.798 |     1.682 |     2.379 | -0.140 | -0.084 |
    |  322 | 410 | 259 | 261 | 411 |     0.618 |     0.855 |     1.210 | -0.031 | -0.043 |
    |  323 | 140 | 340 | 402 | 332 |     0.575 |    -1.294 |     1.830 | -0.029 |  0.065 |
    |  324 | 417 | 232 | 402 | 340 |     0.870 |    -1.131 |     1.600 | -0.043 |  0.057 |
    |  325 | 350 | 183 | 403 | 284 |    13.908 |     0.547 |     0.773 | -0.695 | -0.027 |
    |  326 | 121 | 153 | 391 | 347 |     0.001 |    -0.010 |     0.015 | -0.000 |  0.001 |
    |  327 |  91 | 135 | 136 |   5 |    42.558 |    11.675 |    16.511 | -2.128 | -0.584 |
    |  328 | 350 | 284 | 184 | 352 |    13.791 |    -0.385 |     0.545 | -0.690 |  0.019 |
    |  329 | 157 | 336 | 231 | 409 |     2.302 |    -1.422 |     2.011 | -0.115 |  0.071 |
    |  330 | 277 | 339 | 182 | 399 |     0.004 |    -0.008 |     0.011 | -0.000 |  0.000 |
    |  331 | 219 | 218 | 407 | 220 |     2.130 |     1.398 |     1.976 | -0.106 | -0.070 |
    |  332 | 334 | 181 | 337 | 400 |     0.004 |     0.006 |     0.009 | -0.000 | -0.000 |
    |  333 | 135 | 173 | 175 | 136 |    24.284 |     1.928 |     2.726 | -1.214 | -0.096 |
    |  334 | 158 | 342 | 220 | 407 |     2.183 |     0.832 |     1.176 | -0.109 | -0.042 |
    |  335 | 177 | 176 | 173 | 174 |    17.947 |    -4.303 |     6.085 | -0.897 |  0.215 |
    |  336 |  61 |  62 | 412 | 346 |     0.000 |     0.011 |     0.016 | -0.000 | -0.001 |
    |  337 | 121 | 347 | 413 | 120 |    -0.000 |    -0.012 |     0.016 |  0.000 |  0.001 |
    |  338 |  59 | 181 | 414 |  58 |     0.001 |     0.005 |     0.007 | -0.000 | -0.000 |
    |  339 | 123 | 124 | 415 | 182 |     0.002 |    -0.005 |     0.007 | -0.000 |  0.000 |
    |  340 | 184 | 284 | 403 | 176 |    15.025 |    -0.381 |     0.538 | -0.751 |  0.019 |
    |  341 | 199 | 357 | 398 | 214 |     4.519 |    11.723 |    16.579 | -0.226 | -0.586 |
    |  342 |  61 | 346 | 416 | 154 |     0.001 |     0.011 |     0.015 | -0.000 | -0.001 |
    |  343 |  93 |  94 | 418 | 200 |     1.151 |   -11.689 |    16.530 | -0.058 |  0.584 |
    |  344 | 179 | 175 | 403 | 183 |    15.811 |     2.968 |     4.197 | -0.791 | -0.148 |
    |  345 |  89 | 199 | 420 |  88 |     1.202 |    12.217 |    17.277 | -0.060 | -0.611 |
    |  346 | 185 | 392 | 352 | 184 |    12.228 |    -1.939 |     2.742 | -0.611 |  0.097 |
    |  347 | 189 | 397 | 421 | 187 |     7.807 |    -4.033 |     5.703 | -0.390 |  0.202 |
    |  348 | 212 | 383 | 158 | 407 |     3.001 |     1.107 |     1.565 | -0.150 | -0.055 |
    |  349 | 200 | 222 | 396 | 379 |     4.298 |   -11.873 |    16.791 | -0.215 |  0.594 |
    |  350 | 186 | 187 | 421 | 185 |     9.487 |    -5.451 |     7.709 | -0.474 |  0.273 |
    |  351 | 176 | 403 | 175 | 173 |    17.424 |    -1.728 |     2.444 | -0.871 |  0.086 |
    |  352 | 205 | 206 | 406 | 422 |     3.137 |     6.719 |     9.503 | -0.157 | -0.336 |
    |  353 | 126 | 396 | 213 | 419 |     8.555 |   -13.736 |    19.426 | -0.428 |  0.687 |
    |  354 | 226 | 151 | 422 | 406 |     2.155 |     6.671 |     9.434 | -0.108 | -0.334 |
    |  355 | 408 | 135 |  91 |   6 |    40.037 |   -23.005 |    32.534 | -2.002 |  1.150 |
    |  356 | 185 | 421 | 223 | 392 |    10.410 |    -2.946 |     4.166 | -0.521 |  0.147 |
    |  357 | 199 | 405 |  87 | 420 |     0.735 |    10.305 |    14.573 | -0.037 | -0.515 |
    |  358 | 384 | 125 |  90 |   5 |     7.701 |    22.306 |    31.545 | -0.385 | -1.115 |
    |  359 | 408 |   6 |  92 | 126 |     9.490 |   -22.799 |    32.242 | -0.474 |  1.140 |
    +------+-----+-----+-----+-----+-----------+-----------+-----------+--------+--------+
