
    -------------------------------------------------------------
    -------------- Model input ----------------------------------
    -------------------------------------------------------------

    Model parameters:

    +---------------+---------+
    | Parameter     |   Value |
    |---------------+---------|
    | w [m]         |     100 |
    | h [m]         |      10 |
    | d [m]         |       5 |
    | t [m]         |     0.5 |
    | thickness [m] |       1 |
    | kx [m/day]    |      20 |
    | ky [m/day]    |      20 |
    +---------------+---------+

    Model boundary conditions:

    +----------+--------------------+
    |   Marker |   Piezometric head |
    |----------+--------------------|
    |       10 |                 10 |
    |       20 |                  0 |
    +----------+--------------------+

    -------------------------------------------------------------
    -------------- Results --------------------------------------
    -------------------------------------------------------------

    Model info:

    +---------------------+-----+
    | Max element size:   |   2 |
    | Dofs per node:      |   1 |
    | Element type:       |   2 |
    | Number of dofs:     | 396 |
    | Number of elements: | 672 |
    | Number of nodes:    | 396 |
    +---------------------+-----+

    Summary of results:

    +------------------------+---------+---------+
    | Max piezometric head:  |  10.000 | [m]     |
    | Min piezometric head:  |   0.000 | [m]     |
    | Max boundary flow:     |  20.776 | [m/day] |
    | Min boundary flow:     | -21.007 | [m/day] |
    | Sum boundary flow:     |   0.000 | [m/day] |
    | Max resulting gw flow: |  67.544 | [m/day] |
    | Min resulting gw flow: |   0.003 | [m/day] |
    +------------------------+---------+---------+

    Results per node:

    +-----+-------+-----------+------------+--------+-----------+
    |   N |   dof |   x_coord |    y_coord |   P.h. |      q BC |
    |     |       |       [m] |        [m] |    [m] |   [m/day] |
    |-----+-------+-----------+------------+--------+-----------|
    |  151 | 153 |  44 | 293 |  0.519 |     0.049 |     0.522 |   -0.026 |   -0.002 |
    |  152 |  18 | 150 | 294 |  0.147 |    -0.014 |     0.148 |   -0.007 |    0.001 |
    |  153 | 145 |  52 | 295 |  0.041 |     0.004 |     0.041 |   -0.002 |   -0.000 |
    |  154 | 141 |  11 | 296 |  0.014 |    -0.002 |     0.014 |   -0.001 |    0.000 |
    |  155 | 267 | 284 | 285 |  0.029 |    -0.026 |     0.039 |   -0.001 |    0.001 |
    |  156 | 149 | 245 | 252 |  0.147 |     0.067 |     0.162 |   -0.007 |   -0.003 |
    |  157 | 150 | 271 | 279 |  0.202 |    -0.092 |     0.222 |   -0.010 |    0.005 |
    |  158 | 225 | 149 | 254 |  0.202 |     0.092 |     0.222 |   -0.010 |   -0.005 |
    |  159 | 215 | 155 | 216 |  1.905 |     0.778 |     2.057 |   -0.095 |   -0.039 |
    |  160 | 142 |  56 | 290 |  0.009 |     0.001 |     0.009 |   -0.000 |   -0.000 |
    |  161 | 151 |  46 | 225 |  0.277 |     0.026 |     0.278 |   -0.014 |   -0.001 |
    |  162 | 149 |  48 | 245 |  0.147 |     0.014 |     0.148 |   -0.007 |   -0.001 |
    |  163 | 144 |  54 | 237 |  0.021 |     0.002 |     0.021 |   -0.001 |   -0.000 |
    |  164 | 150 |  19 | 271 |  0.202 |    -0.019 |     0.203 |   -0.010 |    0.001 |
    |  165 |  16 | 148 | 255 |  0.078 |    -0.007 |     0.079 |   -0.004 |    0.000 |
    |  166 | 143 |  13 | 263 |  0.029 |    -0.003 |     0.030 |   -0.001 |    0.000 |
    |  167 | 157 |  42 | 233 |  0.974 |     0.092 |     0.978 |   -0.049 |   -0.005 |
    |  168 | 154 |  23 | 280 |  0.710 |    -0.067 |     0.713 |   -0.036 |    0.003 |
    |  169 | 139 |  96 | 223 |  0.677 |    -2.504 |     2.594 |   -0.034 |    0.125 |
    |  170 | 151 | 227 | 293 |  0.379 |     0.172 |     0.416 |   -0.019 |   -0.009 |
    |  171 | 257 | 148 | 294 |  0.107 |    -0.049 |     0.118 |   -0.005 |    0.002 |
    |  172 | 144 | 239 | 295 |  0.029 |     0.015 |     0.033 |   -0.001 |   -0.001 |
    |  173 | 143 | 265 | 296 |  0.021 |    -0.011 |     0.023 |   -0.001 |    0.001 |
    |  174 | 146 | 255 | 286 |  0.057 |    -0.026 |     0.063 |   -0.003 |    0.001 |
    |  175 | 227 | 231 | 293 |  0.394 |     0.164 |     0.427 |   -0.020 |   -0.008 |
    |  176 | 261 | 257 | 294 |  0.112 |    -0.047 |     0.121 |   -0.006 |    0.002 |
    |  177 | 239 | 243 | 295 |  0.031 |     0.014 |     0.034 |   -0.002 |   -0.001 |
    |  178 | 265 | 264 | 266 |  0.022 |    -0.019 |     0.029 |   -0.001 |    0.001 |
    |  179 | 256 | 257 | 258 |  0.081 |    -0.063 |     0.103 |   -0.004 |    0.003 |
    |  180 | 227 | 226 | 228 |  0.288 |     0.221 |     0.363 |   -0.014 |   -0.011 |
    |  181 | 239 | 238 | 240 |  0.022 |     0.019 |     0.029 |   -0.001 |   -0.001 |
    |  182 | 265 | 269 | 296 |  0.015 |    -0.008 |     0.017 |   -0.001 |    0.000 |
    |  183 | 234 | 233 | 236 |  0.739 |     0.306 |     0.800 |   -0.037 |   -0.015 |
    |  184 |  26 | 156 | 224 |  1.802 |    -0.154 |     1.808 |   -0.090 |    0.008 |
    |  185 |  39 |  40 | 155 |  2.216 |     0.399 |     2.251 |   -0.111 |   -0.020 |
    |  186 |  26 |  27 | 156 |  2.210 |    -0.380 |     2.243 |   -0.111 |    0.019 |
    |  187 | 272 | 273 | 274 |  0.288 |    -0.221 |     0.363 |   -0.014 |    0.011 |
    |  188 | 246 | 247 | 248 |  0.082 |     0.063 |     0.103 |   -0.004 |   -0.003 |
    |  189 | 233 | 153 | 236 |  0.711 |     0.322 |     0.781 |   -0.036 |   -0.016 |
    |  190 | 271 | 152 | 272 |  0.277 |    -0.126 |     0.304 |   -0.014 |    0.006 |
    |  191 | 245 | 147 | 246 |  0.107 |     0.049 |     0.118 |   -0.005 |   -0.002 |
    |  192 |  97 | 138 | 223 |  0.502 |    -1.823 |     1.891 |   -0.025 |    0.091 |
    |  193 | 151 | 226 | 227 |  0.288 |     0.120 |     0.312 |   -0.014 |   -0.006 |
    |  194 | 143 | 264 | 265 |  0.022 |    -0.010 |     0.024 |   -0.001 |    0.001 |
    |  195 | 256 | 148 | 257 |  0.081 |    -0.034 |     0.088 |   -0.004 |    0.002 |
    |  196 | 144 | 238 | 239 |  0.022 |     0.010 |     0.024 |   -0.001 |   -0.001 |
    |  197 | 273 | 152 | 297 |  0.379 |    -0.172 |     0.416 |   -0.019 |    0.009 |
    |  198 | 247 | 147 | 298 |  0.078 |     0.036 |     0.086 |   -0.004 |   -0.002 |
    |  199 | 220 | 216 | 316 |  1.390 |     0.572 |     1.503 |   -0.069 |   -0.029 |
    |  200 | 277 | 273 | 297 |  0.394 |    -0.163 |     0.427 |   -0.020 |    0.008 |
    |  201 | 251 | 247 | 298 |  0.059 |     0.025 |     0.064 |   -0.003 |   -0.001 |
    |  202 | 291 | 141 | 292 |  0.009 |    -0.007 |     0.011 |   -0.000 |    0.000 |
    |  203 | 242 | 287 | 288 |  0.010 |     0.012 |     0.015 |   -0.000 |   -0.001 |
    |  204 | 263 | 146 | 284 |  0.041 |    -0.020 |     0.045 |   -0.002 |    0.001 |
    |  205 | 227 | 228 | 229 |  0.270 |     0.232 |     0.356 |   -0.014 |   -0.012 |
    |  206 | 258 | 257 | 259 |  0.077 |    -0.066 |     0.101 |   -0.004 |    0.003 |
    |  207 | 239 | 240 | 241 |  0.021 |     0.020 |     0.029 |   -0.001 |   -0.001 |
    |  208 | 256 | 258 | 260 |  0.056 |    -0.049 |     0.074 |   -0.003 |    0.002 |
    |  209 | 266 | 264 | 267 |  0.021 |    -0.020 |     0.029 |   -0.001 |    0.001 |
    |  210 | 228 | 226 | 230 |  0.197 |     0.169 |     0.260 |   -0.010 |   -0.008 |
    |  211 | 274 | 273 | 275 |  0.270 |    -0.232 |     0.356 |   -0.014 |    0.012 |
    |  212 | 248 | 247 | 250 |  0.056 |     0.048 |     0.074 |   -0.003 |   -0.002 |
    |  213 | 272 | 274 | 276 |  0.197 |    -0.169 |     0.260 |   -0.010 |    0.008 |
    |  214 | 246 | 248 | 249 |  0.077 |     0.066 |     0.101 |   -0.004 |   -0.003 |
    |  215 | 149 | 252 | 254 |  0.153 |     0.064 |     0.166 |   -0.008 |   -0.003 |
    |  216 | 272 | 152 | 273 |  0.288 |    -0.120 |     0.312 |   -0.014 |    0.006 |
    |  217 | 246 | 147 | 247 |  0.082 |     0.034 |     0.088 |   -0.004 |   -0.002 |
    |  218 |  10 | 141 | 291 |  0.008 |    -0.001 |     0.009 |   -0.000 |    0.000 |
    |  219 | 237 | 142 | 287 |  0.014 |     0.009 |     0.016 |   -0.001 |   -0.000 |
    |  220 |  79 |  80 | 222 |  0.000 |     2.150 |     2.150 |    0.000 |   -0.108 |
    |  221 | 265 | 266 | 268 |  0.015 |    -0.015 |     0.021 |   -0.001 |    0.001 |
    |  222 | 240 | 238 | 242 |  0.015 |     0.015 |     0.021 |   -0.001 |   -0.001 |
    |  223 |  49 | 147 | 245 |  0.107 |     0.010 |     0.108 |   -0.005 |   -0.001 |
    |  224 |  55 | 142 | 237 |  0.014 |     0.002 |     0.014 |   -0.001 |   -0.000 |
    |  225 |  14 | 146 | 263 |  0.041 |    -0.004 |     0.041 |   -0.002 |    0.000 |
    |  226 |  20 | 152 | 271 |  0.277 |    -0.026 |     0.278 |   -0.014 |    0.001 |
    |  227 | 146 |  15 | 255 |  0.057 |    -0.006 |     0.057 |   -0.003 |    0.000 |
    |  228 |  47 | 149 | 225 |  0.202 |     0.019 |     0.203 |   -0.010 |   -0.001 |
    |  229 |  24 | 158 | 280 |  0.971 |    -0.089 |     0.975 |   -0.049 |    0.004 |
    |  230 |  43 | 153 | 233 |  0.711 |     0.067 |     0.714 |   -0.036 |   -0.003 |
    |  231 | 284 | 146 | 286 |  0.043 |    -0.018 |     0.047 |   -0.002 |    0.001 |
    |  232 |  47 |  48 | 149 |  0.179 |     0.032 |     0.182 |   -0.009 |   -0.002 |
    |  233 |  24 |  25 | 158 |  1.178 |    -0.207 |     1.196 |   -0.059 |    0.010 |
    |  234 |  49 |  50 | 147 |  0.095 |     0.017 |     0.097 |   -0.005 |   -0.001 |
    |  235 |  45 |  46 | 151 |  0.336 |     0.061 |     0.342 |   -0.017 |   -0.003 |
    |  236 |  55 |  56 | 142 |  0.012 |     0.003 |     0.012 |   -0.001 |   -0.000 |
    |  237 |  18 |  19 | 150 |  0.179 |    -0.032 |     0.182 |   -0.009 |    0.002 |
    |  238 |  22 |  23 | 154 |  0.630 |    -0.113 |     0.640 |   -0.031 |    0.006 |
    |  239 |  20 |  21 | 152 |  0.336 |    -0.061 |     0.342 |   -0.017 |    0.003 |
    |  240 |  10 |  11 | 141 |  0.012 |    -0.003 |     0.012 |   -0.001 |    0.000 |
    |  241 |  53 |  54 | 144 |  0.026 |     0.005 |     0.026 |   -0.001 |   -0.000 |
    |  242 |  12 |  13 | 143 |  0.026 |    -0.005 |     0.026 |   -0.001 |    0.000 |
    |  243 |  14 |  15 | 146 |  0.050 |    -0.009 |     0.051 |   -0.003 |    0.000 |
    |  244 |  16 |  17 | 148 |  0.095 |    -0.017 |     0.097 |   -0.005 |    0.001 |
    |  245 |  41 |  42 | 157 |  1.182 |     0.213 |     1.201 |   -0.059 |   -0.011 |
    |  246 |  51 |  52 | 145 |  0.050 |     0.009 |     0.051 |   -0.003 |   -0.000 |
    |  247 |  43 |  44 | 153 |  0.631 |     0.113 |     0.641 |   -0.032 |   -0.006 |
    |  248 | 289 | 142 | 290 |  0.009 |     0.007 |     0.011 |   -0.000 |   -0.000 |
    |  249 | 287 | 142 | 289 |  0.010 |     0.006 |     0.011 |   -0.000 |   -0.000 |
    |  250 |  25 |  26 | 224 |  1.617 |    -0.277 |     1.641 |   -0.081 |    0.014 |
    |  251 | 216 | 155 | 316 |  1.825 |     0.825 |     2.002 |   -0.091 |   -0.041 |
    |  252 | 183 | 181 | 186 |  9.454 |     8.368 |    12.625 |   -0.473 |   -0.418 |
    |  253 |  54 |  55 | 237 |  0.018 |     0.004 |     0.018 |   -0.001 |   -0.000 |
    |  254 |  42 |  43 | 233 |  0.864 |     0.155 |     0.877 |   -0.043 |   -0.008 |
    |  255 |  48 |  49 | 245 |  0.131 |     0.024 |     0.133 |   -0.007 |   -0.001 |
    |  256 |  19 |  20 | 271 |  0.246 |    -0.044 |     0.249 |   -0.012 |    0.002 |
    |  257 |  15 |  16 | 255 |  0.069 |    -0.013 |     0.070 |   -0.003 |    0.001 |
    |  258 |  13 |  14 | 263 |  0.036 |    -0.007 |     0.037 |   -0.002 |    0.000 |
    |  259 |  46 |  47 | 225 |  0.246 |     0.044 |     0.250 |   -0.012 |   -0.002 |
    |  260 |  23 |  24 | 280 |  0.861 |    -0.153 |     0.875 |   -0.043 |    0.008 |
    |  261 | 259 | 261 | 262 |  0.105 |    -0.090 |     0.139 |   -0.005 |    0.005 |
    |  262 | 231 | 229 | 232 |  0.371 |     0.316 |     0.488 |   -0.019 |   -0.016 |
    |  263 | 243 | 241 | 244 |  0.029 |     0.026 |     0.039 |   -0.001 |   -0.001 |
    |  264 | 275 | 277 | 278 |  0.372 |    -0.316 |     0.488 |   -0.019 |    0.016 |
    |  265 |  59 |  60 | 163 |  0.002 |     0.009 |     0.009 |   -0.000 |   -0.000 |
    |  266 | 116 | 117 | 164 |  0.002 |    -0.009 |     0.009 |   -0.000 |    0.000 |
    |  267 |   9 |  10 | 291 |  0.007 |    -0.003 |     0.007 |   -0.000 |    0.000 |
    |  268 |  45 | 151 | 293 |  0.379 |     0.036 |     0.381 |   -0.019 |   -0.002 |
    |  269 | 148 |  17 | 294 |  0.107 |    -0.010 |     0.108 |   -0.005 |    0.001 |
    |  270 |  53 | 144 | 295 |  0.029 |     0.003 |     0.030 |   -0.001 |   -0.000 |
    |  271 | 137 |  79 | 222 |  0.485 |     1.835 |     1.898 |   -0.024 |   -0.092 |
    |  272 |  12 | 143 | 296 |  0.021 |    -0.002 |     0.021 |   -0.001 |    0.000 |
    |  273 |  44 |  45 | 293 |  0.461 |     0.083 |     0.468 |   -0.023 |   -0.004 |
    |  274 |  52 |  53 | 295 |  0.036 |     0.007 |     0.037 |   -0.002 |   -0.000 |
    |  275 |  17 |  18 | 294 |  0.131 |    -0.024 |     0.133 |   -0.007 |    0.001 |
    |  276 | 152 |  21 | 297 |  0.379 |    -0.036 |     0.381 |   -0.019 |    0.002 |
    |  277 | 147 |  50 | 298 |  0.078 |     0.007 |     0.079 |   -0.004 |   -0.000 |
    |  278 |  11 |  12 | 296 |  0.018 |    -0.004 |     0.018 |   -0.001 |    0.000 |
    |  279 |  21 |  22 | 297 |  0.460 |    -0.083 |     0.468 |   -0.023 |    0.004 |
    |  280 |  50 |  51 | 298 |  0.069 |     0.013 |     0.070 |   -0.003 |   -0.001 |
    |  281 |  96 |  97 | 223 |  0.000 |    -2.114 |     2.114 |   -0.000 |    0.106 |
    |  282 | 227 | 229 | 231 |  0.394 |     0.302 |     0.496 |   -0.020 |   -0.015 |
    |  283 | 259 | 257 | 261 |  0.112 |    -0.086 |     0.141 |   -0.006 |    0.004 |
    |  284 | 239 | 241 | 243 |  0.031 |     0.025 |     0.040 |   -0.002 |   -0.001 |
    |  285 | 250 | 247 | 251 |  0.059 |     0.046 |     0.075 |   -0.003 |   -0.002 |
    |  286 | 275 | 273 | 277 |  0.394 |    -0.302 |     0.496 |   -0.020 |    0.015 |
    |  287 | 269 | 268 | 270 |  0.010 |    -0.012 |     0.015 |   -0.000 |    0.001 |
    |  288 | 265 | 268 | 269 |  0.015 |    -0.015 |     0.021 |   -0.001 |    0.001 |
    |  289 | 288 | 287 | 289 |  0.010 |     0.011 |     0.015 |   -0.001 |   -0.001 |
    |  290 |  66 |  67 | 126 | -0.000 |     0.038 |     0.038 |    0.000 |   -0.002 |
    |  291 |  64 |  65 | 124 |  0.000 |     0.022 |     0.022 |    0.000 |   -0.001 |
    |  292 |  69 |  70 | 300 | -0.000 |     0.093 |     0.093 |    0.000 |   -0.005 |
    |  293 |  77 |  78 | 301 |  0.000 |     1.152 |     1.152 |    0.000 |   -0.058 |
    |  294 |  71 |  72 | 302 |  0.000 |     0.174 |     0.174 |    0.000 |   -0.009 |
    |  295 | 100 | 101 | 303 |  0.000 |    -0.610 |     0.610 |   -0.000 |    0.031 |
    |  296 |  65 |  66 | 299 |  0.000 |     0.028 |     0.028 |    0.000 |   -0.001 |
    |  297 |  73 |  74 | 304 |  0.000 |     0.325 |     0.325 |   -0.000 |   -0.016 |
    |  298 |  99 | 100 | 136 |  0.000 |    -0.837 |     0.837 |   -0.000 |    0.042 |
    |  299 |  67 |  68 | 308 |  0.000 |     0.051 |     0.051 |   -0.000 |   -0.003 |
    |  300 | 110 | 111 | 305 |  0.000 |    -0.028 |     0.028 |    0.000 |    0.001 |
    |  301 |  97 |  98 | 138 | -0.000 |    -1.553 |     1.553 |   -0.000 |    0.078 |
    |  302 |  76 |  77 | 135 |  0.000 |     0.838 |     0.838 |    0.000 |   -0.042 |
    |  303 | 101 | 102 | 134 | -0.000 |    -0.444 |     0.444 |   -0.000 |    0.022 |
    |  304 |  98 |  99 | 306 |  0.000 |    -1.141 |     1.141 |   -0.000 |    0.057 |
    |  305 |  68 |  69 | 128 |  0.000 |     0.069 |     0.069 |    0.000 |   -0.003 |
    |  306 |  70 |  71 | 129 |  0.000 |     0.127 |     0.127 |   -0.000 |   -0.006 |
    |  307 |  78 |  79 | 137 |  0.000 |     1.568 |     1.568 |    0.000 |   -0.078 |
    |  308 | 106 | 107 | 311 | -0.000 |    -0.093 |     0.093 |   -0.000 |    0.005 |
    |  309 | 104 | 105 | 314 | -0.000 |    -0.174 |     0.174 |    0.000 |    0.009 |
    |  310 | 108 | 109 | 312 |  0.000 |    -0.051 |     0.051 |    0.000 |    0.003 |
    |  311 | 102 | 103 | 310 |  0.000 |    -0.325 |     0.325 |   -0.000 |    0.016 |
    |  312 |  75 |  76 | 313 |  0.000 |     0.611 |     0.611 |    0.000 |   -0.031 |
    |  313 |  72 |  73 | 132 | -0.000 |     0.238 |     0.238 |    0.000 |   -0.012 |
    |  314 |  74 |  75 | 133 |  0.000 |     0.444 |     0.444 |    0.000 |   -0.022 |
    |  315 | 105 | 106 | 130 | -0.000 |    -0.127 |     0.127 |   -0.000 |    0.006 |
    |  316 | 107 | 108 | 127 | -0.000 |    -0.069 |     0.069 |    0.000 |    0.003 |
    |  317 | 109 | 110 | 125 | -0.000 |    -0.038 |     0.038 |    0.000 |    0.002 |
    |  318 | 111 | 112 | 123 |  0.000 |    -0.022 |     0.022 |   -0.000 |    0.001 |
    |  319 | 103 | 104 | 131 | -0.000 |    -0.238 |     0.238 |    0.000 |    0.012 |
    |  320 | 138 | 306 | 307 |  0.365 |    -1.225 |     1.278 |   -0.018 |    0.061 |
    |  321 |  32 | 197 | 396 | 11.109 |    -0.512 |    11.121 |   -0.555 |    0.026 |
    |  322 |  63 |  64 | 315 |  0.000 |     0.017 |     0.017 |    0.000 |   -0.001 |
    |  323 | 112 | 113 | 309 | -0.000 |    -0.017 |     0.017 |    0.000 |    0.001 |
    |  324 |  62 |  63 | 174 |  0.000 |     0.015 |     0.015 |   -0.000 |   -0.001 |
    |  325 | 113 | 114 | 173 |  0.000 |    -0.015 |     0.015 |   -0.000 |    0.001 |
    |  326 |  66 | 126 | 299 |  0.008 |     0.033 |     0.034 |   -0.000 |   -0.002 |
    |  327 |  70 | 129 | 300 |  0.029 |     0.110 |     0.114 |   -0.001 |   -0.006 |
    |  328 | 126 |  67 | 308 |  0.011 |     0.044 |     0.046 |   -0.001 |   -0.002 |
    |  329 | 124 |  65 | 299 |  0.006 |     0.025 |     0.026 |   -0.000 |   -0.001 |
    |  330 |  78 | 137 | 301 |  0.355 |     1.344 |     1.390 |   -0.018 |   -0.067 |
    |  331 | 128 |  69 | 300 |  0.021 |     0.081 |     0.084 |   -0.001 |   -0.004 |
    |  332 |  68 | 128 | 308 |  0.016 |     0.060 |     0.062 |   -0.001 |   -0.003 |
    |  333 | 136 | 100 | 303 |  0.188 |    -0.719 |     0.744 |   -0.009 |    0.036 |
    |  334 | 135 |  77 | 301 |  0.259 |     0.983 |     1.017 |   -0.013 |   -0.049 |
    |  335 | 101 | 134 | 303 |  0.139 |    -0.524 |     0.542 |   -0.007 |    0.026 |
    |  336 | 129 |  71 | 302 |  0.040 |     0.151 |     0.156 |   -0.002 |   -0.008 |
    |  337 |  72 | 132 | 302 |  0.055 |     0.206 |     0.213 |   -0.003 |   -0.010 |
    |  338 |  99 | 136 | 306 |  0.260 |    -0.982 |     1.016 |   -0.013 |    0.049 |
    |  339 |  74 | 133 | 304 |  0.103 |     0.384 |     0.398 |   -0.005 |   -0.019 |
    |  340 | 138 |  98 | 306 |  0.361 |    -1.342 |     1.389 |   -0.018 |    0.067 |
    |  341 |  76 | 135 | 313 |  0.189 |     0.720 |     0.744 |   -0.009 |   -0.036 |
    |  342 | 132 |  73 | 304 |  0.075 |     0.281 |     0.291 |   -0.004 |   -0.014 |
    |  343 | 111 | 123 | 305 |  0.006 |    -0.025 |     0.026 |   -0.000 |    0.001 |
    |  344 | 134 | 102 | 310 |  0.103 |    -0.384 |     0.398 |   -0.005 |    0.019 |
    |  345 | 125 | 110 | 305 |  0.008 |    -0.033 |     0.034 |   -0.000 |    0.002 |
    |  346 | 133 |  75 | 313 |  0.139 |     0.524 |     0.542 |   -0.007 |   -0.026 |
    |  347 | 107 | 127 | 311 |  0.021 |    -0.081 |     0.084 |   -0.001 |    0.004 |
    |  348 | 131 | 104 | 314 |  0.055 |    -0.206 |     0.213 |   -0.003 |    0.010 |
    |  349 | 109 | 125 | 312 |  0.011 |    -0.044 |     0.045 |   -0.001 |    0.002 |
    |  350 | 130 | 106 | 311 |  0.029 |    -0.110 |     0.114 |   -0.001 |    0.006 |
    |  351 | 103 | 131 | 310 |  0.075 |    -0.281 |     0.291 |   -0.004 |    0.014 |
    |  352 | 127 | 108 | 312 |  0.016 |    -0.060 |     0.062 |   -0.001 |    0.003 |
    |  353 | 105 | 130 | 314 |  0.040 |    -0.151 |     0.156 |   -0.002 |    0.008 |
    |  354 | 172 | 188 | 373 |  8.944 |    -6.486 |    11.048 |   -0.447 |    0.324 |
    |  355 |  40 |  41 | 316 |  1.618 |     0.291 |     1.644 |   -0.081 |   -0.015 |
    |  356 |  64 | 124 | 315 |  0.004 |     0.019 |     0.020 |   -0.000 |   -0.001 |
    |  357 | 123 | 112 | 309 |  0.004 |    -0.019 |     0.020 |   -0.000 |    0.001 |
    |  358 | 174 |  63 | 315 |  0.002 |     0.016 |     0.016 |   -0.000 |   -0.001 |
    |  359 | 113 | 173 | 309 |  0.002 |    -0.016 |     0.016 |   -0.000 |    0.001 |
    |  360 | 155 |  40 | 316 |  1.824 |     0.172 |     1.832 |   -0.091 |   -0.009 |
    |  361 | 217 | 216 | 218 |  1.333 |     1.101 |     1.729 |   -0.067 |   -0.055 |
    |  362 | 218 | 220 | 221 |  0.958 |     0.819 |     1.261 |   -0.048 |   -0.041 |
    |  363 |  33 | 165 | 386 | 12.453 |     0.058 |    12.453 |   -0.623 |   -0.003 |
    |  364 | 208 | 324 | 364 |  2.335 |     2.163 |     3.183 |   -0.117 |   -0.108 |
    |  365 | 218 | 216 | 220 |  1.387 |     1.071 |     1.752 |   -0.069 |   -0.054 |
    |  366 | 198 | 212 | 381 |  1.043 |    -4.074 |     4.206 |   -0.052 |    0.204 |
    |  367 | 200 | 201 | 202 |  1.357 |    -1.506 |     2.027 |   -0.068 |    0.075 |
    |  368 |  84 |  85 | 389 |  0.000 |     8.910 |     8.910 |    0.000 |   -0.445 |
    |  369 | 353 | 313 | 355 |  0.309 |     0.588 |     0.664 |   -0.015 |   -0.029 |
    |  370 | 200 | 199 | 201 |  1.201 |    -1.583 |     1.987 |   -0.060 |    0.079 |
    |  371 | 303 | 352 | 354 |  0.308 |    -0.587 |     0.663 |   -0.015 |    0.029 |
    |  372 | 283 | 281 | 347 |  0.726 |    -0.571 |     0.924 |   -0.036 |    0.029 |
    |  373 | 192 | 391 | 392 |  5.152 |    -2.925 |     5.924 |   -0.258 |    0.146 |
    |  374 | 188 | 191 | 373 |  8.490 |    -3.420 |     9.153 |   -0.425 |    0.171 |
    |  375 | 352 | 278 | 354 |  0.311 |    -0.481 |     0.573 |   -0.016 |    0.024 |
    |  376 |  34 |  35 | 362 |  9.811 |     0.986 |     9.861 |   -0.491 |   -0.049 |
    |  377 | 232 | 353 | 355 |  0.311 |     0.480 |     0.572 |   -0.016 |   -0.024 |
    |  378 | 196 | 199 | 200 |  1.891 |    -2.063 |     2.799 |   -0.095 |    0.103 |
    |  379 | 211 | 119 | 365 |  1.654 |     5.608 |     5.847 |   -0.083 |   -0.280 |
    |  380 | 214 | 215 | 324 |  2.633 |     1.034 |     2.829 |   -0.132 |   -0.052 |
    |  381 | 196 | 195 | 199 |  1.947 |    -2.044 |     2.823 |   -0.097 |    0.102 |
    |  382 | 195 | 193 | 198 |  2.535 |    -3.759 |     4.533 |   -0.127 |    0.188 |
    |  383 | 222 | 338 | 357 |  1.093 |     2.051 |     2.324 |   -0.055 |   -0.103 |
    |  384 | 115 | 116 | 320 |  0.001 |    -0.012 |     0.012 |   -0.000 |    0.001 |
    |  385 |  60 |  61 | 321 |  0.001 |     0.012 |     0.012 |   -0.000 |   -0.001 |
    |  386 | 117 | 118 | 319 |  0.002 |    -0.006 |     0.006 |   -0.000 |    0.000 |
    |  387 |  58 |  59 | 322 |  0.002 |     0.006 |     0.006 |   -0.000 |   -0.000 |
    |  388 |  92 | 120 | 369 |  1.687 |    -8.303 |     8.473 |   -0.084 |    0.415 |
    |  389 | 355 | 135 | 359 |  0.431 |     0.801 |     0.910 |   -0.022 |   -0.040 |
    |  390 | 212 |  94 | 381 |  1.034 |    -4.682 |     4.794 |   -0.052 |    0.234 |
    |  391 | 222 | 140 | 338 |  0.662 |     2.307 |     2.401 |   -0.033 |   -0.115 |
    |  392 | 194 | 195 | 196 |  2.662 |    -2.670 |     3.770 |   -0.133 |    0.133 |
    |  393 | 136 | 354 | 356 |  0.430 |    -0.801 |     0.910 |   -0.022 |    0.040 |
    |  394 | 204 | 206 | 207 |  3.768 |     3.533 |     5.166 |   -0.188 |   -0.177 |
    |  395 | 194 | 193 | 195 |  2.655 |    -2.673 |     3.768 |   -0.133 |    0.134 |
    |  396 | 202 | 307 | 347 |  0.980 |    -1.107 |     1.479 |   -0.049 |    0.055 |
    |  397 | 197 | 380 | 385 | 13.903 |    -2.066 |    14.056 |   -0.695 |    0.103 |
    |  398 | 165 |  34 | 362 | 11.384 |     0.436 |    11.392 |   -0.569 |   -0.022 |
    |  399 | 207 | 206 | 208 |  2.831 |     3.576 |     4.561 |   -0.142 |   -0.179 |
    |  400 | 327 | 208 | 364 |  2.345 |     2.825 |     3.672 |   -0.117 |   -0.141 |
    |  401 | 192 | 193 | 194 |  3.682 |    -3.447 |     5.044 |   -0.184 |    0.172 |
    |  402 | 362 |  35 | 390 |  9.900 |     1.077 |     9.958 |   -0.495 |   -0.054 |
    |  403 | 189 | 192 | 392 |  4.932 |    -3.116 |     5.834 |   -0.247 |    0.156 |
    |  404 | 137 | 222 | 357 |  0.484 |     1.718 |     1.785 |   -0.024 |   -0.086 |
    |  405 | 306 | 136 | 356 |  0.261 |    -0.910 |     0.947 |   -0.013 |    0.046 |
    |  406 | 209 | 162 | 392 |  6.551 |    -2.489 |     7.008 |   -0.328 |    0.124 |
    |  407 | 137 | 357 | 358 |  0.810 |     1.497 |     1.702 |   -0.040 |   -0.075 |
    |  408 | 301 | 137 | 358 |  0.356 |     1.260 |     1.310 |   -0.018 |   -0.063 |
    |  409 | 338 | 327 | 364 |  1.458 |     2.281 |     2.707 |   -0.073 |   -0.114 |
